generation,best_fitness,mean_fitness,std_fitness
0,-77.81751254636664,-580.9678157392811,434.76221810871664
1,-59.07944507795606,-342.67896438662683,321.758064720789
2,-46.57237109944933,-307.3427106839333,323.4672635503009
3,-46.57237109944933,-315.1702798910908,344.75457636152464
4,18.08691510549619,-222.36916077981394,222.81887846997586
5,18.08691510549619,-238.84067791480197,281.532700107799
6,19.06194968492312,-221.56370119585947,198.8953335441081
7,30.11255078615234,-166.68394992754222,150.17865790346116
8,30.11255078615234,-188.40644901672425,163.0925663044668
9,105.2513318660404,-183.4650882268945,194.99544701140724
10,105.2513318660404,-174.16785067285068,181.92947854709504
11,105.2513318660404,-152.66127141661755,161.39119321201844
12,105.2513318660404,-167.3978767635392,177.26222630205697
13,105.2513318660404,-146.7884592811143,157.45774460641638
14,105.2513318660404,-191.1712876224971,185.6473679244043
15,105.2513318660404,-194.96131634171343,224.05165716436005
16,105.2513318660404,-149.8934186326523,184.6471933734714
17,105.2513318660404,-187.42971580750523,217.64193573389588
18,105.2513318660404,-162.47138088618178,182.43221997163778
19,105.2513318660404,-155.61880998644605,176.6637127053021
20,105.2513318660404,-124.14746540273724,182.4118155968844
21,105.2513318660404,-155.80651665657135,166.75922373370136
22,105.2513318660404,-121.98828188016238,148.82195642534018
23,105.2513318660404,-127.05052939934835,156.5947589834099
24,105.2513318660404,-142.19952824900452,157.83719399243253
25,105.2513318660404,-143.53507748269598,154.54451110383093
26,105.2513318660404,-141.2650436731091,159.33644867035687
27,123.07202375009024,-152.4367333982505,162.40057503486378
28,123.07202375009024,-107.3965850005994,112.97025128898228
29,123.07202375009024,-144.78590924177144,170.48106471917237
30,123.07202375009024,-151.69460980103216,191.83903010810522
31,123.07202375009024,-129.4146994066868,140.8202620900626
32,123.07202375009024,-137.80284566457064,166.68060845121187
33,123.07202375009024,-157.7551531654152,153.819093070015
34,123.07202375009024,-157.72159958073752,159.95569985623962
35,123.07202375009024,-134.57911997688518,147.1503079221017
36,123.07202375009024,-144.89858803453674,158.17362435794738
37,123.07202375009024,-128.50561223455452,136.1683627430005
38,123.07202375009024,-140.8252707766923,152.8212007975699
39,123.07202375009024,-113.91990226528146,130.43015665596235
40,123.07202375009024,-108.8692536229258,141.20282272212756
41,123.07202375009024,-144.34943746040096,157.29027298623538
42,123.07202375009024,-105.23316963397143,118.65428961239478
43,123.07202375009024,-129.12978308354943,157.27084530267598
44,123.07202375009024,-121.62594355847803,134.7094427046994
45,123.07202375009024,-138.91384518737965,178.42965906507337
46,123.07202375009024,-136.00271916146946,152.884899562167
47,123.07202375009024,-146.10508586067198,151.8894890917439
48,123.07202375009024,-162.64414307553662,179.65573363648986
49,123.07202375009024,-131.83119844362938,198.97793530516142
50,123.07202375009024,-126.22332511093528,131.9621260216281
51,123.07202375009024,-130.75343620124187,152.75424251675094
52,123.07202375009024,-117.0735608320048,140.45353392634328
53,123.07202375009024,-128.6798398387197,156.0598156355009
54,123.07202375009024,-148.72157257751687,176.48746944921822
55,123.07202375009024,-155.45563802084843,156.91936789143423
56,123.07202375009024,-137.2919763304007,174.20931237760524
57,123.07202375009024,-126.49686760654552,156.2777257777816
58,123.07202375009024,-128.32761486794425,147.34669119567175
59,123.07202375009024,-112.64545389965106,119.26248035483779
60,123.07202375009024,-130.23435573849966,127.85220633214101
61,123.07202375009024,-110.66357761464332,118.6095019395889
62,123.07202375009024,-116.37382983190396,120.47357764795159
63,123.07202375009024,-133.92356014983432,147.6668852177453
64,123.07202375009024,-124.35665573685905,143.88482860197465
65,123.07202375009024,-126.46181822815706,155.0874926514627
66,123.07202375009024,-135.7192849739267,151.57011860669394
67,123.07202375009024,-145.27113748191258,169.8236169192036
68,123.07202375009024,-129.1637971220408,158.38017334698
69,123.07202375009024,-113.94241145171605,144.70705787922714
70,123.07202375009024,-127.72918120735429,184.4561453295872
71,123.07202375009024,-114.31065821021252,124.7301998523024
72,123.07202375009024,-118.78403104181913,144.11481000066627
73,123.07202375009024,-119.1204153686901,135.79105580675747
74,123.07202375009024,-118.0865163877525,130.696564268407
75,123.07202375009024,-112.49193979934292,142.75975356224203
76,123.07202375009024,-111.24241566982343,132.19529368407703
77,123.07202375009024,-149.6356851233403,173.4593908783346
78,123.07202375009024,-159.18409248819023,264.37041442505046
79,123.07202375009024,-140.3464094562364,192.72493506022994
80,123.07202375009024,-119.71573909303544,138.16483396543518
81,123.07202375009024,-138.87539406976543,147.5460577863283
82,123.07202375009024,-101.85474830613708,122.86566670230872
83,123.07202375009024,-135.5989492043288,150.8393956298439
84,123.07202375009024,-134.27910816646943,187.34421522302378
85,123.07202375009024,-121.4929885925962,139.62962919025497
86,123.07202375009024,-161.69497045236386,149.9321433178343
87,123.07202375009024,-115.2962490448625,144.45403500972986
88,123.07202375009024,-104.40367068530722,126.46431804418393
89,123.07202375009024,-135.93523031119142,160.29006713963565
90,123.07202375009024,-133.8808597055403,159.92610970078078
91,123.07202375009024,-130.98709849696124,152.78402566290754
92,123.07202375009024,-135.16915902130074,137.4152548155377
93,123.07202375009024,-148.87373622202006,146.29765194261782
94,123.07202375009024,-125.99534938928782,151.7562136361888
95,123.07202375009024,-100.40054655888562,128.36388701197632
96,123.07202375009024,-87.24227041448553,124.06299161258076
97,123.07202375009024,-118.35234148188341,155.52639609766933
98,123.07202375009024,-139.22323932226428,187.25703819641512
99,123.07202375009024,-157.36457364775916,197.05012525324565
100,123.07202375009024,-111.43628933344951,126.5746959232244
101,123.07202375009024,-133.761765986796,143.59188239957464
102,123.07202375009024,-100.3747392345621,123.42779093472538
103,123.07202375009024,-153.10536645759856,149.3726089370289
104,123.07202375009024,-133.8348642358466,173.11183367297073
105,123.07202375009024,-120.02761924601928,157.65213687521597
