generation,best_fitness,mean_fitness,std_fitness
103,-394.0053607424356,-828.5175568593904,575.7803618405301
104,-394.0053607424356,-731.1523289361487,469.9607387315885
105,-394.0053607424356,-901.2258880307762,644.2661278078382
106,-394.0053607424356,-863.6697240236031,623.1364136213948
107,-394.0053607424356,-727.150621652123,507.29439290754635
108,-394.0053607424356,-690.8401468682847,448.18078636538803
109,-394.0053607424356,-858.5602797607794,634.5079560075935
110,-394.0053607424356,-792.0491543706452,493.6656444341139
111,-394.0053607424356,-848.2820276390984,664.2465412800035
112,-394.0053607424356,-788.3717676710701,558.7568160269075
113,-394.0053607424356,-856.9002340374582,624.8462342483181
114,-394.0053607424356,-712.7315544177628,479.5964950390548
115,-394.0053607424356,-756.3951063992275,589.6769951870274
116,-394.0053607424356,-771.006014519076,585.5320404168443
117,-394.0053607424356,-804.4316965698038,598.7785464287255
118,-394.0053607424356,-777.4764107838962,536.6513085413831
119,-394.0053607424356,-822.29432921105,588.9306950444358
120,-394.0053607424356,-818.6494671008547,674.1617404409915
121,-394.0053607424356,-764.1563457600132,634.0351431492701
122,-394.0053607424356,-797.1336595950087,609.7374502019009
123,-394.0053607424356,-805.9321219155472,572.499626053376
124,-394.0053607424356,-858.6190392708625,655.4018181427251
125,-394.0053607424356,-890.4271070341692,656.5912719683964
126,-394.0053607424356,-764.7587118709397,479.47504616385345
127,-394.0053607424356,-865.9392097463581,604.9845733803506
128,-394.0053607424356,-796.4829542068977,585.6431121186213
129,-394.0053607424356,-982.0686948906048,749.2208113866137
130,-394.0053607424356,-892.428414673433,694.4238713883924
131,-394.0053607424356,-888.5844519691229,653.5530209272378
132,-394.0053607424356,-962.8407599648835,779.6989682041582
133,-394.0053607424356,-799.388675864898,610.1101422936579
134,-394.0053607424356,-777.6221597460953,533.2785448050715
135,-394.0053607424356,-926.0615722686135,683.1381397889139
136,-394.0053607424356,-863.9623682121938,695.3114778616196
137,-394.0053607424356,-746.6339988170627,466.74290686485125
138,-394.0053607424356,-962.721791541244,1828.315032828794
139,-394.0053607424356,-767.3787459065821,554.2883075498286
140,-394.0053607424356,-785.2434771912489,551.3616201617591
141,-394.0053607424356,-845.5049360737502,580.498855767753
142,-394.0053607424356,-757.6139885453362,556.9462982095876
143,-390.68702807624504,-754.9391539985564,531.1158279127146
144,-390.68702807624504,-741.5772796159157,517.236088232911
145,-390.68702807624504,-800.3850029816252,604.3013659464654
146,-390.68702807624504,-814.6790781196496,632.5721135269555
147,-390.68702807624504,-738.4436840520112,519.394130062151
148,-390.68702807624504,-826.1629971182879,555.4785037720676
149,-390.68702807624504,-722.5804834788223,464.70354951328517
150,-390.68702807624504,-792.929689198488,563.5410711798024
151,-390.68702807624504,-803.3514047587618,957.5738196977335
152,-390.68702807624504,-780.9185218525264,555.6701701219154
153,-390.68702807624504,-880.5292807173564,641.2919993439249
154,-390.68702807624504,-831.481475750935,578.6972885488202
155,-390.68702807624504,-763.2358031822205,571.4282592817847
156,-390.68702807624504,-755.7521438970958,527.6758012101188
157,-390.68702807624504,-821.3890399785234,592.1600280613649
158,-390.68702807624504,-820.7887646062808,583.9441283933642
159,-390.68702807624504,-902.4865494929896,668.8024081282687
160,-390.68702807624504,-835.6074099530032,630.7200964016957
